Factura;Dia;Fecha;DiaVence;FechaVence;Cliente;Producto;Cantidad;Moneda;Total;Almacén;Vendedor;TotalUSD;Impuesto;ImpuestoUSD;Tipo de cambio;Ganacia;GananciaUSD
FA 20342;28;nov-18;28;dic-18;2330;340;6.00;colones;1,385.67;1;-1;0;0.00;0;0;7.088.000;0
FA 20362;28;nov-18;28;dic-18;3554;338;50.00;colones;3,740.00;1;-1;0;0.00;0;0;1,562.0100;0
FA 20408;28;nov-18;28;dic-18;1351;309;2.00;colones;25,949.00;1;-1;0;3,373.37;0;0;10,717.5100;0
FA 20473;28;nov-18;28;dic-18;3988;314;3.00;colones;4,861.00;1;-1;0;631.93;0;0;4.581.700;0
FA 20636;29;nov-18;28;feb-19;3023;309;1.00;colones;12,974.50;1;-1;0;1,686.68;0;0;5,358.7600;0
FA 20650;29;nov-18;29;dic-18;1222;314;6.00;colones;9,720.00;1;-1;0;1,263.60;0;0;9.143.400;0
FA 20694;29;nov-18;29;dic-18;2019;338;50.00;colones;3,740.00;1;-1;0;0.00;0;0;1,562.0000;0
FA 20694;29;nov-18;29;dic-18;2019;325;24.00;colones;42,187.20;1;-1;0;0.00;0;0;24,144.5000;0
FA 20760;30;nov-18;30;ene-19;4108;341;150.00;colones;27,000.00;2;-1;0;0.00;0;0;9,648.8500;0
FA 20781;30;nov-18;30;dic-18;4158;302;40.00;colones;12,836.40;1;-1;0;1,668.73;0;0;5,251.0300;0
FA 20955;30;nov-18;30;dic-18;547;338;100.00;colones;7,480.00;1;-1;0;0.00;0;0;3,124.0100;0
FA 20955;30;nov-18;30;dic-18;547;336;8.00;colones;12,830.40;1;-1;0;0.00;0;0;7,896.7700;0
FA 20955;30;nov-18;30;dic-18;547;322;8.00;colones;9,856.00;1;-1;0;0.00;0;0;4,132.6800;0
FA 21100;3;dic-18;3;ene-19;201;371;12.00;colones;45,039.60;1;-1;0;5,855.15;0;0;4,502.3800;0
FA 21125;3;dic-18;3;feb-19;4108;341;30.00;colones;5,400.00;2;-1;0;0.00;0;0;1,929.7700;0
FA 21136;3;dic-18;3;feb-19;3691;326;120.00;colones;99,600.00;2;-1;0;12,365.34;0;0;17,597.1500;0
FA 21137;3;dic-18;3;feb-19;3691;329;60.00;colones;50,700.00;2;-1;0;6,294.41;0;0;7,403.7200;0
FA 21148;3;dic-18;3;ene-19;1136;328;48.00;colones;94,248.00;1;-1;0;0.00;0;0;54,117.6700;0
FA 21272;3;dic-18;3;ene-19;1227;382;6.00;colones;6,446.70;1;-1;0;0.00;0;0;1,591.7200;0
FA 21273;3;dic-18;3;ene-19;3457;320;4.00;colones;4,786.10;1;-1;0;0.00;0;0;2,224.7200;0
FA 21283;3;dic-18;3;ene-19;2225;336;15.00;colones;24,057.00;1;-1;0;0.00;0;0;14,806.4400;0
FA 21283;3;dic-18;3;ene-19;2225;328;24.00;colones;47,124.00;1;-1;0;0.00;0;0;27,058.8300;0
FA 21283;3;dic-18;3;ene-19;2225;325;24.00;colones;42,187.20;1;-1;0;0.00;0;0;24,144.5000;0
FA 21311;3;dic-18;3;ene-19;1640;340;12.00;colones;2,917.20;1;-1;0;0.00;0;0;1,563.4700;0
FA 21423;4;dic-18;4;ene-19;218;382;25.00;colones;26,940.25;1;-1;0;0.00;0;0;6,711.1900;0
FA 21835;5;dic-18;5;feb-19;1300;344;15.00;colones;3,366.00;1;-1;0;0.00;0;0;1,875.9900;0
FA 21903;5;dic-18;5;ene-19;627;383;3.00;colones;14,857.95;1;-1;0;0.00;0;0;3,714.4800;0
FA 21985;5;dic-18;5;ene-19;408;382;200.00;colones;205,902.00;1;-1;0;0.00;0;0;44,069.4900;0
FA 22001;5;dic-18;5;ene-19;2156;314;2.00;colones;3,240.17;1;-1;0;421.22;0;0;3.049.500;0
FA 22163;6;dic-18;6;ene-19;1001;347;4.00;colones;64,974.95;1;-1;0;8,446.74;0;0;13,678.9500;0
FA 22209;6;dic-18;6;ene-19;2019;344;24.00;colones;5,385.60;1;-1;0;0.00;0;0;3,001.5900;0
FA 22288;6;dic-18;6;ene-19;638;308;2.00;colones;18,249.00;1;-1;0;2,372.37;0;0;7,655.8400;0
FA 22450;7;dic-18;7;ene-19;642;302;24.00;colones;7,701.84;1;-1;0;1,001.24;0;0;3,150.6200;0
FA 22513;7;dic-18;7;dic-18;3169;338;50.00;colones;3,553.00;1;-1;0;0.00;0;0;1,375.0100;0
FA 22583;7;dic-18;7;ene-19;856;341;12.00;colones;2,917.20;1;-1;0;0.00;0;0;1,626.3100;0
FA 22583;7;dic-18;7;ene-19;856;340;12.00;colones;2,917.20;1;-1;0;0.00;0;0;1,563.4700;0
FA 22583;7;dic-18;7;ene-19;856;344;24.00;colones;5,385.60;1;-1;0;0.00;0;0;3,001.5900;0
FA 22663;7;dic-18;7;ene-19;3285;338;25.00;colones;1,870.00;1;-1;0;0.00;0;0;7.810.000;0
FA 22807;10;dic-18;21;abr-19;13;356;6.00;colones;60,848.34;1;-1;0;0.00;0;0;19,636.2600;0
FA 22928;10;dic-18;10;ene-19;3762;328;1.00;colones;1,963.50;1;-1;0;0.00;0;0;1,127.4500;0
FA 22941;10;dic-18;10;ene-19;3528;348;1.00;colones;1,881.00;1;-1;0;244.53;0;0;7.694.600;0
FA 22972;10;dic-18;10;ene-19;642;339;13.00;colones;2,316.60;1;-1;0;0.00;0;0;1,281.8900;0
FA 23012;10;dic-18;10;ene-19;569;382;20.00;colones;21,552.20;1;-1;0;0.00;0;0;5,368.9500;0
FA 23043;11;dic-18;11;ene-19;329;314;10.00;colones;16,200.00;1;-1;0;2,106.00;0;0;1,523.8900;0
FA 23066;11;dic-18;19;dic-18;1045;316;4.00;colones;8,610.10;1;-1;0;0.00;0;0;2,692.2100;0
FA 23085;11;dic-18;11;ene-19;1275;314;3.00;colones;6,705.86;1;-1;0;871.76;0;0;2,303.0300;0
FA 23167;11;dic-18;11;dic-18;3593;338;50.00;colones;3,950.00;1;-1;0;0.00;0;0;1,772.0100;0
FA 23167;11;dic-18;11;dic-18;3593;341;10.00;colones;2,550.00;1;-1;0;0.00;0;0;1,474.2600;0
FA 23498;12;dic-18;12;ene-19;117;382;12.00;colones;12,931.32;1;-1;0;0.00;0;0;3,221.3700;0
FA 23586;12;dic-18;12;feb-19;3691;321;60.00;colones;41,391.00;2;33;0;5,138.69;0;0;2,132.3300;0
FA 23586;12;dic-18;12;feb-19;3691;326;60.00;colones;49,800.00;2;33;0;6,182.67;0;0;8,798.5800;0
FA 23601;12;dic-18;12;ene-19;3442;314;4.00;colones;6,481.33;1;-1;0;842.57;0;0;6.108.900;0
FA 23610;12;dic-18;12;ene-19;2138;344;6.00;colones;1,346.40;1;-1;0;0.00;0;0;7.504.000;0
FA 23697;12;dic-18;12;ene-19;1258;334;100.00;colones;85,000.00;1;-1;0;0.00;0;0;21,299.3400;0
FA 23697;12;dic-18;12;ene-19;1258;336;100.00;colones;79,500.00;1;-1;0;0.00;0;0;17,829.5900;0
FA 23697;12;dic-18;12;ene-19;1258;328;100.00;colones;111,500.00;1;-1;0;0.00;0;0;27,895.1400;0
FA 23698;12;dic-18;12;ene-19;1443;322;12.00;colones;14,784.00;1;-1;0;0.00;0;0;6,199.0300;0
FA 23698;12;dic-18;12;ene-19;1443;327;12.00;colones;16,434.00;1;-1;0;0.00;0;0;6,892.9900;0
FA 23698;12;dic-18;12;ene-19;1443;343;1.00;colones;319.00;1;-1;0;0.00;0;0;1.724.600;0
FA 23744;12;dic-18;12;dic-18;4371;382;4.00;colones;4,310.44;1;-1;0;0.00;0;0;1,073.7900;0
FA 23848;13;dic-18;13;ene-19;642;339;13.00;colones;2,316.60;1;16;0;0.00;0;0;1,281.8900;0
FA 23857;13;dic-18;13;mar-19;232;383;1.00;colones;3,800.00;1;-1;0;0.00;0;0;855.100;0
FA 23947;13;dic-18;13;ene-19;3442;302;30.00;colones;9,627.30;1;-1;0;1,251.55;0;0;3,938.2700;0
FA 24103;14;dic-18;14;ene-19;929;324;20.00;colones;27,060.00;1;-1;0;0.00;0;0;11,377.9500;0
FA 24289;14;dic-18;14;ene-19;547;341;12.00;colones;2,917.20;1;-1;0;0.00;0;0;1,626.3100;0
FA 24314;14;dic-18;14;feb-19;661;338;50.00;colones;3,740.00;1;-1;0;0.00;0;0;1,562.0000;0
FA 24325;14;dic-18;14;dic-18;4393;314;5.00;colones;8,101.67;1;-1;0;1,053.22;0;0;7.636.100;0
FA 24408;15;dic-18;15;ene-19;856;319;10.00;colones;12,958.00;1;-1;0;0.00;0;0;6,633.0300;0
FA 24754;18;dic-18;18;ene-19;642;344;8.00;colones;1,795.20;1;-1;0;0.00;0;0;1,000.5300;0
FA 24768;18;dic-18;18;ene-19;84;309;1.00;colones;12,974.50;1;-1;0;1,686.69;0;0;5,358.7500;0
FA 24770;18;dic-18;18;ene-19;2074;382;6.00;colones;6,465.66;1;-1;0;0.00;0;0;1,605.7600;0
FA 24798;18;dic-18;18;dic-18;3156;309;2.00;colones;25,949.00;1;-1;0;3,373.37;0;0;10,717.5100;0
FA 24798;18;dic-18;18;dic-18;3156;308;4.00;colones;36,498.00;1;-1;0;4,744.74;0;0;15,311.6700;0
FA 25006;18;dic-18;18;ene-19;3369;345;50.00;colones;10,696.40;1;-1;0;0.00;0;0;6,067.2900;0
FA 25006;18;dic-18;18;ene-19;3369;344;50.00;colones;9,873.60;1;-1;0;0.00;0;0;4,906.9100;0
FA 25006;18;dic-18;18;ene-19;3369;310;2.00;colones;11,475.36;1;-1;0;1,491.80;0;0;2,613.1600;0
FA 25054;18;dic-18;18;ene-19;4249;310;3.00;colones;19,560.27;1;-1;0;2,542.84;0;0;6,266.9600;0
FA 25108;19;dic-18;19;feb-19;369;324;12.00;colones;16,236.00;1;-1;0;0.00;0;0;6,826.7700;0
FA 25108;19;dic-18;19;feb-19;369;327;12.00;colones;16,434.00;1;-1;0;0.00;0;0;6,892.9900;0
FA 25300;19;dic-18;19;ene-19;3371;308;3.00;colones;27,373.50;1;-1;0;3,558.55;0;0;11,483.7500;0
FA 25300;19;dic-18;19;ene-19;3371;309;3.00;colones;38,923.50;1;-1;0;5,060.05;0;0;16,076.2700;0
FA 25482;19;dic-18;19;dic-18;4371;308;1.00;colones;9,124.50;1;-1;0;1,186.19;0;0;3,827.9200;0
FA 25563;19;dic-18;19;ene-19;2256;344;40.00;colones;8,527.20;1;-1;0;0.00;0;0;4,553.8500;0
FA 25575;19;dic-18;19;ene-19;1267;302;6.00;colones;1,925.46;1;-1;0;250.31;0;0;7.876.500;0
FA 25576;19;dic-18;19;ene-19;1854;302;130.00;colones;41,718.30;1;-1;0;5,423.38;0;0;17,065.8500;0
FA 25672;20;dic-18;20;ene-19;4042;338;24.00;colones;1,795.20;1;-1;0;0.00;0;0;7.497.600;0
FA 25724;20;dic-18;20;ene-19;278;382;10.00;colones;10,776.10;1;-1;0;0.00;0;0;2,676.2600;0
FA 25759;20;dic-18;20;mar-19;232;371;6.00;colones;25,051.20;1;-1;0;3,256.66;0;0;4,782.5900;0
FA 26043;21;dic-18;21;ene-19;629;320;29.00;colones;36,525.50;1;-1;0;0.00;0;0;17,527.0300;0
FA 26043;21;dic-18;21;ene-19;629;322;30.00;colones;36,960.00;1;-1;0;0.00;0;0;15,497.5700;0
FA 26043;21;dic-18;21;ene-19;629;324;30.00;colones;40,590.00;1;-1;0;0.00;0;0;17,066.9300;0
FA 26043;21;dic-18;21;ene-19;629;327;30.00;colones;41,085.00;1;-1;0;0.00;0;0;17,232.4800;0
FA 26207;27;dic-18;27;ene-19;638;322;12.00;colones;14,784.00;1;-1;0;0.00;0;0;6,199.0300;0
FA 26207;27;dic-18;27;ene-19;638;324;12.00;colones;16,236.00;1;-1;0;0.00;0;0;6,826.7700;0
FA 26207;27;dic-18;27;ene-19;638;327;12.00;colones;16,434.00;1;-1;0;0.00;0;0;6,892.9900;0
FA 26227;2;ene-19;2;feb-19;406;387;2.00;colones;4,000.00;8;-1;0;520.00;0;0;4.245.800;0
FA 26312;2;ene-19;2;feb-19;3357;339;50.00;colones;8,910.00;1;-1;0;0.00;0;0;3,283.9400;0
FA 26326;2;ene-19;2;feb-19;408;382;60.00;colones;60,130.64;1;-1;0;0.00;0;0;11,531.3300;0
FA 26507;3;ene-19;3;feb-19;2019;334;24.00;colones;36,352.80;1;-1;0;0.00;0;0;21,064.6400;0
FA 26507;3;ene-19;3;feb-19;2019;325;24.00;colones;42,187.20;1;-1;0;0.00;0;0;24,144.5000;0
FA 26530;3;ene-19;3;feb-19;638;308;2.00;colones;18,249.00;1;-1;0;2,372.37;0;0;7,655.8400;0
FA 26530;3;ene-19;3;feb-19;638;324;12.00;colones;16,236.00;1;-1;0;0.00;0;0;6,826.7700;0
FA 26565;3;ene-19;3;feb-19;2045;341;12.00;colones;2,917.20;1;-1;0;0.00;0;0;1,626.3100;0
FA 26594;3;ene-19;3;feb-19;4310;341;12.00;colones;2,917.20;1;-1;0;0.00;0;0;1,626.3100;0
FA 26665;4;ene-19;4;feb-19;131;309;4.00;colones;51,898.00;1;-1;0;6,746.74;0;0;21,435.0200;0
FA 26691;4;ene-19;4;feb-19;4238;310;1.00;colones;6,520.09;1;-1;0;847.61;0;0;2,185.0600;0
FA 26774;4;ene-19;4;feb-19;1074;334;6.00;colones;9,088.20;1;-1;0;0.00;0;0;5,266.1600;0
FA 26985;7;ene-19;7;feb-19;1640;344;8.00;colones;1,795.20;1;-1;0;0.00;0;0;1,000.5300;0
FA 27337;8;ene-19;8;feb-19;3492;324;15.00;colones;20,295.00;1;-1;0;0.00;0;0;8,533.4600;0
FA 27346;8;ene-19;8;feb-19;357;347;5.00;colones;85,493.35;1;-1;0;11,114.14;0;0;21,373.3500;0
FA 27376;8;ene-19;8;feb-19;994;326;12.00;colones;12,477.30;1;-1;0;1,622.05;0;0;4,725.2200;0
FA 27396;8;ene-19;8;feb-19;629;322;24.00;colones;29,568.00;1;-1;0;0.00;0;0;12,398.0500;0
FA 27396;8;ene-19;8;feb-19;629;327;24.00;colones;32,868.00;1;-1;0;0.00;0;0;13,785.9800;0
FA 27396;8;ene-19;8;feb-19;629;324;24.00;colones;32,472.00;1;-1;0;0.00;0;0;13,653.5400;0
FA 27759;9;ene-19;9;feb-19;368;328;6.00;colones;11,781.00;1;-1;0;0.00;0;0;6,695.0800;0
FA 27762;9;ene-19;9;feb-19;2007;348;3.00;colones;2,340.00;1;-1;0;304.20;0;0;-9.946.300;0
FA 27799;9;ene-19;9;ene-19;3593;341;10.00;colones;2,550.00;1;-1;0;0.00;0;0;1,474.2600;0
FA 28157;11;ene-19;11;feb-19;1722;340;6.00;colones;1,458.60;1;-1;0;0.00;0;0;7.824.600;0
FA 28166;11;ene-19;11;feb-19;3923;336;8.00;colones;12,830.40;1;-1;0;0.00;0;0;7,653.3700;0
FA 28166;11;ene-19;11;feb-19;3923;320;8.00;colones;10,076.00;1;-1;0;0.00;0;0;4,835.0400;0
FA 28172;11;ene-19;11;ene-19;729;377;3.00;colones;33,999.99;1;-1;0;0.00;0;0;8,499.9900;0
FA 28325;11;ene-19;11;feb-19;4182;359;5.00;colones;11,100.75;1;-1;0;0.00;0;0;2,753.2500;0
FA 28463;12;ene-19;12;feb-19;2127;313;2.00;colones;27,869.54;1;-1;0;3,623.04;0;0;9,586.3000;0
FA 28501;14;ene-19;14;feb-19;408;382;100.00;colones;102,951.00;1;-1;0;0.00;0;0;21,952.1500;0
FA 28508;14;ene-19;14;ene-19;4371;308;2.00;colones;18,249.00;1;-1;0;2,372.37;0;0;7,655.8300;0
FA 28508;14;ene-19;14;ene-19;4371;382;24.00;colones;25,862.64;1;-1;0;0.00;0;0;6,422.9200;0
FA 28532;14;ene-19;14;feb-19;1296;341;4.00;colones;972.40;1;-1;0;0.00;0;0;5.421.000;0
FA 28670;14;ene-19;14;feb-19;638;309;1.00;colones;12,974.50;1;-1;0;1,686.68;0;0;5,358.7500;0
FA 28690;14;ene-19;14;abr-19;232;348;300.00;colones;234,000.00;1;-1;0;30,420.00;0;0;-99,462.5500;0
FA 28846;15;ene-19;15;feb-19;311;348;1.00;colones;1,882.00;1;-1;0;244.66;0;0;7.704.600;0
FA 28883;15;ene-19;15;feb-19;1237;325;5.00;colones;7,910.10;1;-1;0;0.00;0;0;4,151.2000;0
FA 28883;15;ene-19;15;feb-19;1237;327;10.00;colones;12,325.50;1;-1;0;0.00;0;0;4,374.6600;0
FA 28883;15;ene-19;15;feb-19;1237;324;5.00;colones;6,088.50;1;-1;0;0.00;0;0;2,167.9900;0
FA 28883;15;ene-19;15;feb-19;1237;322;5.00;colones;5,544.00;1;-1;0;0.00;0;0;1,966.9300;0
FA 28883;15;ene-19;15;feb-19;1237;328;10.00;colones;17,671.50;1;-1;0;0.00;0;0;9,194.9600;0
FA 28883;15;ene-19;15;feb-19;1237;334;5.00;colones;6,816.15;1;-1;0;0.00;0;0;3,631.1200;0
FA 28965;15;ene-19;15;feb-19;1240;341;12.00;colones;2,917.20;1;-1;0;0.00;0;0;1,626.3100;0
FA 29198;16;ene-19;16;feb-19;1351;309;2.00;colones;25,949.00;1;-1;0;3,373.37;0;0;10,717.5100;0
FA 29358;16;ene-19;16;feb-19;627;382;6.00;colones;6,465.66;1;-1;0;0.00;0;0;1,605.7000;0
FA 29412;17;ene-19;17;feb-19;31;348;12.00;colones;9,362.87;1;-1;0;1,217.17;0;0;-3,975.6300;0
FA 29468;17;ene-19;17;mar-19;4108;341;30.00;colones;5,400.00;2;-1;0;0.00;0;0;1,929.7700;0
FA 29588;17;ene-19;17;mar-19;1874;310;3.00;colones;18,994.50;1;-1;0;2,469.29;0;0;5,989.3900;0
FA 29598;17;ene-19;17;feb-19;527;348;25.00;colones;19,505.97;1;-1;0;2,535.77;0;0;-8,282.5800;0
FA 29667;18;ene-19;18;feb-19;510;327;6.00;colones;7,806.15;1;-1;0;0.00;0;0;3,035.6500;0
FA 29732;18;ene-19;18;feb-19;2174;310;2.00;colones;14,070.00;1;-1;0;1,829.10;0;0;5,399.9300;0
FA 29858;18;ene-19;18;feb-19;950;327;6.00;colones;8,217.00;1;-1;0;0.00;0;0;3,446.5000;0
FA 29858;18;ene-19;18;feb-19;950;324;3.00;colones;4,059.00;1;-1;0;0.00;0;0;1,706.6900;0
FA 29868;19;ene-19;19;feb-19;810;308;1.00;colones;9,124.50;1;-1;0;1,186.19;0;0;3,827.9200;0
FA 29968;21;ene-19;21;feb-19;1191;309;1.00;colones;13,364.00;1;-1;0;1,737.32;0;0;5,748.2600;0
FA 29968;21;ene-19;21;feb-19;1191;308;2.00;colones;18,796.00;1;-1;0;2,443.48;0;0;8,202.8300;0
FA 29969;21;ene-19;21;mar-19;4108;341;15.00;colones;2,700.00;2;-1;0;0.00;0;0;9.648.800;0
FA 30049;21;ene-19;21;feb-19;1640;345;12.00;colones;2,917.20;1;-1;0;0.00;0;0;1,806.2100;0
FA 30064;21;ene-19;21;feb-19;4403;382;15.00;colones;16,164.15;1;-1;0;0.00;0;0;4,014.2800;0
FA 30192;21;ene-19;21;feb-19;2256;345;24.00;colones;5,542.68;1;-1;0;0.00;0;0;3,320.7100;0
FA 30197;22;ene-19;22;feb-19;4005;389;30.00;colones;202,500.00;1;-1;0;26,325.00;0;0;101,748.0000;0
FA 30197;22;ene-19;22;feb-19;4005;389;29.00;colones;195,750.00;1;-1;0;25,447.50;0;0;98,356.4000;0
FA 30227;22;ene-19;22;feb-19;4079;314;2.00;colones;4,194.00;1;-1;0;545.22;0;0;1,258.7800;0
FA 30257;22;ene-19;22;feb-19;1365;382;75.00;colones;80,820.75;1;-1;0;0.00;0;0;20,071.3900;0
FA 30275;22;ene-19;22;feb-19;4307;345;1.00;colones;243.10;1;-1;0;0.00;0;0;1.505.200;0
FA 30279;22;ene-19;22;feb-19;808;334;15.00;colones;22,720.50;1;-1;0;0.00;0;0;13,165.4000;0
FA 30279;22;ene-19;22;feb-19;808;325;15.00;colones;26,367.00;1;-1;0;0.00;0;0;15,090.3100;0
FA 30320;22;ene-19;22;feb-19;1333;302;24.00;colones;7,701.84;1;-1;0;1,001.24;0;0;3,150.6200;0
FA 30370;22;ene-19;22;feb-19;167;309;1.00;colones;12,131.20;1;-1;0;1,577.06;0;0;4,515.4500;0
FA 30408;22;ene-19;22;feb-19;1267;382;2.00;colones;2,000.00;1;-1;0;0.00;0;0;3.800.200;0
FA 30408;22;ene-19;22;feb-19;1267;340;4.00;colones;972.40;1;-1;0;0.00;0;0;5.216.400;0
FA 30622;23;ene-19;23;feb-19;856;327;12.00;colones;16,434.00;1;-1;0;0.00;0;0;6,892.9900;0
FA 30622;23;ene-19;23;feb-19;856;336;12.00;colones;19,245.60;1;-1;0;0.00;0;0;11,480.0600;0
FA 30747;23;ene-19;23;feb-19;127;308;1.00;colones;9,124.50;1;-1;0;1,186.19;0;0;3,827.9200;0
FA 30747;23;ene-19;23;feb-19;127;309;1.00;colones;12,974.50;1;-1;0;1,686.69;0;0;5,358.7600;0
FA 30950;24;ene-19;24;feb-19;3282;308;1.00;colones;9,124.50;1;-1;0;1,186.19;0;0;3,827.9200;0
FA 30950;24;ene-19;24;feb-19;3282;310;1.00;colones;6,331.50;1;-1;0;823.10;0;0;1,996.4700;0
FA 30950;24;ene-19;24;feb-19;3282;309;1.00;colones;12,974.50;1;-1;0;1,686.69;0;0;5,358.7500;0
FA 30973;24;ene-19;24;feb-19;271;348;1.00;colones;780.05;1;-1;0;101.41;0;0;-3.314.900;0
FA 31007;24;ene-19;24;mar-19;476;308;2.00;colones;18,249.00;1;-1;0;2,372.37;0;0;7,655.8300;0
FA 31015;24;ene-19;24;ene-19;892;348;12.00;colones;21,443.40;1;-1;0;2,787.64;0;0;8,104.9000;0
FA 31088;24;ene-19;24;feb-19;2019;334;24.00;colones;36,352.80;1;-1;0;0.00;0;0;21,064.6400;0
FA 31132;24;ene-19;24;feb-19;282;382;6.00;colones;6,465.66;1;-1;0;0.00;0;0;1,605.6900;0
FA 31164;24;ene-19;24;feb-19;167;309;1.00;colones;12,131.20;1;-1;0;1,577.06;0;0;4,515.4600;0
FA 31283;25;ene-19;25;feb-19;1554;382;3.00;colones;3,232.83;1;-1;0;0.00;0;0;8.028.400;0
FA 31427;25;ene-19;25;feb-19;1458;310;2.00;colones;12,663.00;1;-1;0;1,646.19;0;0;3,992.9300;0
FA 31502;26;ene-19;26;feb-19;1499;348;1.00;colones;1,881.00;1;-1;0;244.53;0;0;7.694.600;0
FA 31503;26;ene-19;3;feb-19;1602;348;1.00;colones;1,881.00;1;-1;0;244.53;0;0;7.694.600;0
FA 31507;26;ene-19;26;ene-19;1471;348;1.00;colones;1,881.00;1;-1;0;244.53;0;0;7.694.600;0
FA 31508;26;ene-19;26;feb-19;1607;348;1.00;colones;1,881.00;1;-1;0;244.53;0;0;7.694.600;0
FA 31512;26;ene-19;26;mar-19;1511;348;1.00;colones;2,069.00;1;-1;0;242.07;0;0;7.505.600;0
FA 31555;26;ene-19;26;feb-19;2138;338;25.00;colones;1,870.00;1;-1;0;0.00;0;0;7.810.000;0
FA 31589;28;ene-19;28;feb-19;1914;314;3.00;colones;6,291.00;1;-1;0;817.83;0;0;1,888.1700;0
FA 31657;28;ene-19;28;ene-19;4201;348;1.00;colones;1,881.00;1;-1;0;244.53;0;0;7.694.600;0
FA 31663;28;ene-19;28;abr-19;395;382;10.00;colones;10,776.10;1;-1;0;0.00;0;0;2,676.1400;0
FA 31687;28;ene-19;28;feb-19;1618;341;6.00;colones;1,385.67;1;-1;0;0.00;0;0;7.402.200;0
FA 31687;28;ene-19;28;feb-19;1618;314;3.00;colones;6,291.00;1;-1;0;817.83;0;0;1,888.1600;0
FA 31736;28;ene-19;28;mar-19;361;309;1.00;colones;12,974.50;1;-1;0;1,686.69;0;0;5,358.7500;0
FA 31817;28;ene-19;28;feb-19;1191;308;2.00;colones;18,796.00;1;-1;0;2,443.48;0;0;8,202.8400;0
FA 32028;29;ene-19;29;ene-19;1242;341;6.00;colones;1,385.67;1;-1;0;0.00;0;0;7.402.200;0
FA 32033;29;ene-19;28;feb-19;2225;336;12.00;colones;19,245.60;1;-1;0;0.00;0;0;11,480.0600;0
FA 32063;29;ene-19;28;feb-19;84;309;1.00;colones;12,974.50;1;-1;0;1,686.69;0;0;5,358.7600;0
FA 32140;30;ene-19;28;feb-19;3834;341;6.00;colones;1,458.60;1;-1;0;0.00;0;0;8.131.500;0
FA 32140;30;ene-19;28;feb-19;3834;340;6.00;colones;1,458.60;1;-1;0;0.00;0;0;7.824.600;0
FA 32262;30;ene-19;28;feb-19;1330;327;15.00;colones;20,542.50;1;-1;0;0.00;0;0;8,616.2400;0
FA 32318;30;ene-19;28;feb-19;4354;340;6.00;colones;1,458.60;1;-1;0;0.00;0;0;7.824.600;0
FA 32318;30;ene-19;28;feb-19;4354;345;6.00;colones;1,458.60;1;-1;0;0.00;0;0;9.031.100;0
FA 32382;30;ene-19;28;feb-19;408;382;120.00;colones;123,541.20;1;-1;0;0.00;0;0;26,341.7100;0
FA 32404;31;ene-19;31;mar-19;4108;341;15.00;colones;2,700.00;2;-1;0;0.00;0;0;9.648.800;0
FA 32498;31;ene-19;28;feb-19;172;382;12.00;colones;12,931.32;1;-1;0;0.00;0;0;3,211.3700;0
FA 32656;31;ene-19;28;feb-19;1918;345;6.00;colones;1,458.60;1;-1;0;0.00;0;0;9.031.100;0
FA 32656;31;ene-19;28;feb-19;1918;341;6.00;colones;1,458.60;1;-1;0;0.00;0;0;8.131.500;0
FA 32803;1;feb-19;1;mar-19;527;348;12.00;colones;9,360.61;1;-1;0;1,216.88;0;0;-3,977.8900;0
FA 32809;1;feb-19;1;mar-19;3154;327;8.00;colones;10,956.00;1;-1;0;0.00;0;0;4,595.3300;0
FA 32809;1;feb-19;1;mar-19;3154;324;8.00;colones;10,824.00;1;-1;0;0.00;0;0;4,551.1800;0
FA 32809;1;feb-19;1;mar-19;3154;322;8.00;colones;9,856.00;1;-1;0;0.00;0;0;4,132.6800;0
FA 32809;1;feb-19;1;mar-19;3154;320;8.00;colones;10,076.00;1;-1;0;0.00;0;0;4,835.0400;0
FA 32809;1;feb-19;1;mar-19;3154;319;8.00;colones;10,366.40;1;-1;0;0.00;0;0;4,559.9600;0
FA 32986;4;feb-19;4;mar-19;1351;309;1.00;colones;12,974.50;1;-1;0;1,686.69;0;0;5,358.7500;0
FA 33010;4;feb-19;4;abr-19;3691;329;840.00;colones;773,640.00;2;-1;0;96,047.41;0;0;236,820.6600;0
FA 33010;4;feb-19;4;abr-19;3691;326;420.00;colones;367,080.00;2;-1;0;45,572.98;0;0;117,937.4300;0
FA 33010;4;feb-19;4;abr-19;3691;321;600.00;colones;434,400.00;2;-1;0;53,930.76;0;0;127,779.8200;0
FA 33077;4;feb-19;4;mar-19;994;336;24.00;colones;36,566.64;1;-1;0;0.00;0;0;21,034.8600;0
FA 33077;4;feb-19;4;mar-19;994;327;24.00;colones;31,224.60;1;-1;0;0.00;0;0;12,142.5800;0
FA 33077;4;feb-19;4;mar-19;994;322;24.00;colones;28,089.60;1;-1;0;0.00;0;0;10,919.6500;0
FA 33077;4;feb-19;4;mar-19;994;324;24.00;colones;30,848.40;1;-1;0;0.00;0;0;12,029.9400;0
FA 33278;5;feb-19;5;mar-19;354;341;24.00;colones;5,834.40;1;-1;0;0.00;0;0;3,252.6200;0
FA 33319;5;feb-19;5;mar-19;1554;382;12.00;colones;12,931.32;1;-1;0;0.00;0;0;3,211.3300;0
FA 33460;5;feb-19;5;mar-19;629;319;25.00;colones;32,395.00;1;-1;0;0.00;0;0;14,249.8800;0
FA 33460;5;feb-19;5;mar-19;629;320;8.00;colones;10,076.00;1;-1;0;0.00;0;0;4,835.0500;0
